State,District,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,hospital_count,early life visibility gap,AAE,AAE_log,Average_annual_engagement_normalized,Follow_Through_Failure,district_lat,district_lon,district_location,average_nearest_5_hospitals,Unnamed: 19,District area,Unnamed: 22,hospital_count.1,clinical_overhead_index,clinical_overhead_index_log,clinical_overhead_index_log_normalized,clinical_overhead_index_log_scaled_100,engagement_gap,Vaccination gap
Gujarat,Surat,18412,6399,658,138828,142771,35198,322384,220,0.2579097980734351,21.691875,3.12200693089988,0.4573750597105012,0.2022559717744947,21.1702401,72.83106070000001,"(21.1702401, 72.83106070000001)",1.91365442434842,,4549,,220,526629.4590909091,13.174254365410183,0.777761832873654,77.7761832873654,0.5426249402894988,0.3047588424104496
Gujarat,Surendranagar,5624,2258,415,44745,51493,3655,36017,75,0.2864755138289774,19.807436918990703,3.035310466985828,0.4446739987465047,0.0755149686989938,22.7738938,71.6673352,"(22.7738938, 71.6673352)",5.366258103027133,,10489,,75,1160363.1066666667,13.96424439888841,0.843861583180574,84.3861583180574,0.5553260012534953,0.22902849576482737
Gujarat,Tapi,1856,205,151,16731,23294,2645,9545,40,0.0994662785055797,81.21844660194175,4.409379688101541,0.645975599275948,0.1365020384992517,21.2788724,73.6065223,"(21.2788724, 73.6065223)",4.776666610423286,,3139,,40,173586.7,12.064438226163665,0.6849017123885939,68.49017123885939,0.35402440072405195,0.16876513619835645
Gujarat,Vadodara,9306,2433,545,72719,128698,10942,89085,180,0.2072578584206491,29.87633525061627,3.4299900409965405,0.5024946883622171,0.1307881714517941,22.3000395,73.2064994,"(22.3000395, 73.2064994)",4.3990910474602805,,7794,,180,531897.2,13.184207396629928,0.7785946191754325,77.85946191754324,0.4975053116377829,0.238026730938415
Gujarat,Valsad,5818,1406,224,39767,44257,8741,39602,100,0.1946290143964563,28.2636815920398,3.3763472110548647,0.4946359958318509,0.1801933661794718,20.5992349,72.9342451,"(20.5992349, 72.9342451)",1.5422796966482712,,3008,,100,224035.84,12.319565781600124,0.70624864968667,70.624864968667,0.5053640041681491,0.2607255319693015
Haryana,Ambala,3063,122,33,26591,46166,3958,29284,75,0.0383045525902668,216.1869918699187,5.380758696164633,0.7882829488904233,0.1295581014729951,30.3752011,76.782122,"(30.3752011, 76.782122)",0.5968198990347011,,1574,,75,67535.09333333334,11.12041745000032,0.6059139594492249,60.59139594492249,0.21171705110957673,0.10166159874600125
Haryana,Bhiwani,3321,152,16,37865,57760,4004,30276,55,0.0437661963720126,247.48366013071896,5.515377089373663,0.8080045885263625,0.0956293288750895,28.7984414,76.14437149999999,"(28.7984414, 76.14437149999999)",1.5314321599974074,,5140,,55,326062.9090909091,12.694848681291647,0.7376491799627907,73.76491799627907,0.19199541147363752,0.0929694483564715
Haryana,Charkhi Dadri,839,19,0,3023,6765,1698,10397,35,0.0221445221445221,151.15,5.02486687634298,0.7361446782381896,0.3595933926302414,28.6143097,76.2174935,"(28.6143097, 76.2174935)",3.839757921013168,,1370,,35,33584.57142857143,10.421851831954656,0.5474638386008456,54.746383860084556,0.26385532176181037,0.12807999189254404
Haryana,Faridabad,12607,3225,323,58976,59975,19754,140801,160,0.2037013643254168,18.281463112213267,2.959144173866013,0.4335156113262815,0.250904980249203,28.4089123,77.3177894,"(28.4089123, 77.3177894)",0.0,,2151,,160,217183.78125,12.288503796677286,0.7036496429138923,70.36496429138923,0.5664843886737185,0.30706505031211845
Haryana,Fatehabad,2510,92,10,29864,39930,4592,37378,45,0.0353574173712528,321.1182795698925,5.774918805952857,0.8460275368237766,0.1332675508604928,29.5131814,75.4509532,"(29.5131814, 75.4509532)",1.995283558215828,,2538,,45,147316.8,11.900347436969353,0.6711719693111347,67.11719693111347,0.15397246317622337,0.08985646647657095
Haryana,Gurugram,7221,1872,404,35245,35546,13524,105689,190,0.2058726492906631,18.81740523224773,2.986560603694161,0.4375321274670973,0.2773016198482674,28.4594965,77.0266383,"(28.4594965, 77.0266383)",0.5697461850204937,,1979,,190,98918.75263157894,11.502064220940545,0.6378469651778175,63.78469651778175,0.5624678725329026,0.31784564137430926
Haryana,Hisar,4927,289,18,53323,62544,6665,56541,85,0.0554064417177914,183.87241379310345,5.219665931984387,0.7646828050513345,0.1111037023454299,29.1491875,75.7216527,"(29.1491875, 75.7216527)",0.4147713266406568,,3983,,85,245259.0823529412,12.410074487094079,0.7138216602060716,71.38216602060716,0.23531719494866554,0.11314815708624446
Haryana,Jhajjar,2515,100,10,24917,31722,3763,28621,55,0.0382409177820267,246.7029702970297,5.512230327933427,0.8075435869227536,0.1312018409399951,28.6054875,76.6537749,"(28.6054875, 76.6537749)",1.152422427285244,,1834,,55,87531.81818181818,11.3797690669615,0.6276143308416984,62.76143308416984,0.19245641307724637,0.09884018303845059
Haryana,Jind,3729,92,0,34877,56391,4923,39090,60,0.0240774666317717,375.02150537634407,5.929646336904166,0.8686951718656102,0.123690359538705,29.325508,76.29979089999999,"(29.325508, 76.29979089999999)",1.9313955073995064,,2702,,60,172072.36666666667,12.055676215236431,0.6841685806908095,68.41685806908096,0.13130482813438982,0.07312666693978419
Haryana,Kaithal,2894,85,12,34402,45534,4992,34982,55,0.0285330647868412,400.0232558139535,5.994019420173463,0.8781258500978194,0.126716588399543,29.8042758,76.4039016,"(29.8042758, 76.4039016)",1.0768841642339215,,2317,,55,126002.67272727273,11.744066334137951,0.6580956753870665,65.80956753870664,0.1218741499021806,0.07609646771378059
Haryana,Karnal,3861,179,8,32424,61595,6828,42303,80,0.0443069306930693,180.13333333333333,5.199233408324138,0.7616894335002824,0.173948488013655,29.6856929,76.9904825,"(29.6856929, 76.9904825)",0.0018677175405801,,2520,,80,127512.0,11.755973599167284,0.6590919756084906,65.90919756084907,0.2383105664997176,0.12246496828220697
Haryana,Kurukshetra,2315,78,11,23358,46634,3517,25192,65,0.0325950689511074,295.67088607594934,5.692623396684853,0.8339712318376106,0.1308602470605745,29.9695121,76.878282,"(29.9695121, 76.878282)",1.9687203271860576,,1530,,65,56586.46153846154,10.943542712061396,0.5911145625987493,59.11145625987493,0.16602876816238943,0.08913487543370123
Haryana,Mahendragarh,2575,155,24,20501,28331,3104,25430,50,0.0567765567765568,131.41666666666666,4.885953516748716,0.7157938245901166,0.1314919935609591,28.2734201,76.14013489999999,"(28.2734201, 76.14013489999999)",2.243963638013584,,1899,,50,104596.92,11.557878945137999,0.6425170738836926,64.25170738836925,0.28420617540988335,0.12849925913703605
Haryana,Nuh,8240,763,61,38268,30057,6364,60303,40,0.0847495279351326,50.089005235602095,3.9335693123291526,0.5762692200633162,0.1425850827862792,28.1023894,76.99310740000001,"(28.1023894, 76.99310740000001)",2.7158816101393377,,1874,,40,424648.4,12.959019166278864,0.7597527538765423,75.97527538765422,0.42373077993668384,0.17235893322222196
Haryana,Palwal,4367,332,4,30617,28080,7265,61703,65,0.0706533304958502,91.94294294294296,4.531985788132299,0.6639374339430723,0.1917746746561782,28.1472852,77.3259878,"(28.1472852, 77.3259878)",0.5432986531338154,,1359,,65,98328.87692307692,11.496083196101264,0.637346523106776,63.734652310677596,0.33606256605692775,0.16574789090466951
Haryana,Panchkula,1287,92,5,18303,19066,5417,29001,70,0.0667150108774474,196.80645161290323,5.287289035506559,0.7745896123377448,0.2283630538341554,30.6942091,76.860565,"(30.6942091, 76.860565)",1.0438007674821856,,898,,70,17754.742857142857,9.784464283822864,0.4941325863130752,49.41325863130752,0.22541038766225518,0.1508716973767476
Haryana,Panipat,5498,543,47,31426,48347,9431,59653,90,0.0898857804999172,57.76838235294117,4.073603995197945,0.5967843479461982,0.230823828870723,29.3909464,76.9635023,"(29.3909464, 76.9635023)",1.1203244182489187,,1268,,90,85773.15555555555,11.359473022799794,0.6259161278334904,62.591612783349035,0.40321565205380183,0.20300325690480323
Haryana,Rewari,2329,150,6,24987,24745,6191,37840,75,0.0605082694634933,165.47682119205297,5.1148560876698586,0.7493281277996128,0.1985631354437281,28.1919738,76.6190774,"(28.1919738, 76.6190774)",0.6663742864651104,,1594,,75,52814.53333333333,10.874560618347587,0.5853427186805982,58.53427186805982,0.2506718722003872,0.14441300985806915
Haryana,Rohtak,3161,191,61,25700,50270,4152,22379,85,0.056980906921241,133.85416666666666,4.904193947637619,0.7184660538168958,0.1390814993467993,28.8955152,76.606611,"(28.8955152, 76.606611)",10.888232307477551,,1745,,85,70066.88235294117,11.157219799028928,0.6089932718182539,60.89932718182539,0.28153394618310423,0.1306701820942616
Haryana,Sirsa,3135,198,2,40642,56424,4976,50186,70,0.0594059405940594,204.23115577889448,5.324136933052574,0.7799878416541216,0.1090773581183278,29.5320731,75.03177339999999,"(29.5320731, 75.03177339999999)",4.160731114281238,,4277,,70,203768.5,12.2247447320451,0.6983148183295433,69.83148183295434,0.2200121583458784,0.11254781195014986
Haryana,Sonipat,4314,268,37,34624,50029,7748,52916,120,0.0584897424705368,128.71375464684016,4.865330135405309,0.7127724923246389,0.1828522880135935,28.99308229999999,77.0150735,"(28.99308229999999, 77.0150735)",1.1284920179748572,,2260,,120,86991.16666666667,11.373573355268853,0.6270959255726413,62.70959255726412,0.2872275076753611,0.14536796561664506
Haryana,Yamuna Nagar,3278,110,8,33592,55136,6421,46460,75,0.0324675324675324,302.6306306306306,5.715811931837519,0.8373683599942071,0.1604688359074324,30.1290485,77.2673901,"(30.1290485, 77.2673901)",0.6779749333683911,,1768,,75,80055.04,11.290482168420413,0.6201435508962095,62.014355089620956,0.1626316400057929,0.09462698635134593
Himachal Pradesh,Bilaspur,985,14,0,9673,12233,932,5828,164,0.014014014014014,644.8666666666667,6.470593084130718,0.9479440512848596,0.0878747878559306,31.3406931,76.6874701,"(31.3406931, 76.6874701)",1.6160129155750549,,1167,,164,501363.9024390244,13.125089463131873,0.7736481255776873,77.36481255776873,0.05205594871514041,0.09455650974368378
Himachal Pradesh,Chamba,1586,64,7,16275,17567,3354,16304,228,0.0387878787878788,250.3846153846154,5.526984098518357,0.8097050192486878,0.1708609271523178,32.5533633,76.1258083,"(32.5533633, 76.1258083)",1.4880083512916409,,6528,,228,47442.52631578947,10.767295363029463,0.5763676603980036,57.63676603980036,0.19029498075131224,0.10804102787116268
Himachal Pradesh,Hamirpur,1181,16,1,11206,12613,883,6437,193,0.0133667502088554,659.1764705882352,6.49250717896004,0.9511544735077768,0.0730355665839536,31.6861745,76.52130919999999,"(31.6861745, 76.52130919999999)",1.685229038224043,,1118,,193,97174.0207253886,11.48426896899942,0.6363580075199871,63.63580075199871,0.04884552649222318,0.09530662576938867
Himachal Pradesh,Kangra,3869,75,22,44703,45210,3693,30434,546,0.0190162271805274,588.1973684210526,6.37876121821912,0.934490652210394,0.0763063826270223,32.1014764,76.2731465,"(32.1014764, 76.2731465)",1.1497154508193916,,5739,,546,41686.58241758242,10.637958579689487,0.5655458414864004,56.55458414864004,0.06550934778960604,0.04563830427943253
Himachal Pradesh,Kinnaur,137,21,5,2221,2246,141,1028,62,0.1329113924050633,100.95454545454544,4.624527081161893,0.6774947643276329,0.0596699111299195,31.65095759999999,78.4751945,"(31.65095759999999, 78.4751945)",3.5434793910478937,,6401,,62,16828.435483870966,9.730884744368641,0.4896494991481769,48.96494991481769,0.3225052356723671,0.1367575954286716
Himachal Pradesh,Kullu,1022,111,106,11409,9839,1211,8391,126,0.0979699911738746,101.86607142857144,4.633427864742959,0.6787987320996349,0.095951192457016,31.9591246,77.1091991,"(31.9591246, 77.1091991)",1.534439363442767,,5503,,126,54112.833333333336,10.898845131471315,0.5873746433705036,58.73746433705036,0.3212012679003651,0.14453517925845766
Himachal Pradesh,Lahaul and Spiti,70,3,0,682,725,91,478,54,0.0410958904109589,170.5,5.144583266605995,0.7536831694577109,0.1175710594315245,32.6192107,77.3783789,"(32.6192107, 77.3783789)",21.794784441177487,,13835,,54,18702.87037037037,9.836485753104554,0.498485307213843,49.8485307213843,0.24631683054228914,0.10597358782159828
Himachal Pradesh,Mandi,2460,43,11,28869,34465,2289,14016,416,0.017179384738314,656.1136363636364,6.487856966030051,0.950473215758004,0.0734619211142848,31.7087153,76.9320104,"(31.7087153, 76.9320104)",1.6448336975986555,,3950,,416,23870.91346153846,10.080457877893803,0.5188988514954272,51.88988514954273,0.04952678424199597,0.039685940103009416
Himachal Pradesh,Shimla,1488,161,21,19863,19864,1841,13901,356,0.097634930260764,122.61111111111111,4.817140436704176,0.7057126853451237,0.0848191660907625,31.104963,77.1639874,"(31.104963, 77.1639874)",0.5551700484870843,,5131,,356,24069.578651685395,10.0887455708573,0.5195922962381357,51.95922962381358,0.29428731465487634,0.1345726858416692
Himachal Pradesh,Sirmaur,1510,67,7,15275,16178,2634,16784,197,0.0424857324032974,224.6323529411765,5.418906917769099,0.7938716761163308,0.1470686767169179,30.5628455,77.4701972,"(30.5628455, 77.4701972)",3.457369088110375,,2825,,197,22714.720812182743,10.030812510561818,0.5147449429073767,51.474494290737674,0.2061283238836692,0.10880119247983362
Himachal Pradesh,Solan,1105,65,6,16252,17317,1260,7723,242,0.0555555555555555,246.24242424242425,5.51036932996232,0.8072709500974694,0.0719465539884657,30.9084245,77.09990309999999,"(30.9084245, 77.09990309999999)",2.124126345267787,,1936,,242,9408.0,9.149421957006766,0.44099756250517486,44.09975625051749,0.1927290499025306,0.09167020958344964
Himachal Pradesh,Una,1226,21,0,15138,16411,1095,8466,163,0.0168404170008019,688.0909090909091,6.535373205838047,0.9574343607843978,0.0674510287051866,31.4684649,76.2708152,"(31.4684649, 76.2708152)",1.6454827674583892,,1540,,163,11781.472392638037,9.374368315713285,0.4598191900103802,45.981919001038015,0.04256563921560219,0.036430644919906205
Jammu and Kashmir,Anantnag,2978,341,35,26948,20621,5246,30309,75,0.1027417896956914,78.7953216374269,4.379464876639779,0.6415930693900813,0.1629445566081689,33.7311255,75.14870069999999,"(33.7311255, 75.14870069999999)",0.9048806076252937,,3984,,75,178164.48,12.090468060326637,0.6870796709270421,68.70796709270421,0.3584069306099187,0.18171375135399975
Jammu and Kashmir,Bandipore,1290,308,43,10653,9721,2600,13295,45,0.1927409261576971,34.47572815533981,3.5688487487083163,0.5228375354912241,0.1961671948091142,34.5052269,74.6868815,"(34.5052269, 74.6868815)",5.5242758727444965,,398,,45,14513.733333333334,9.582919504490679,0.47726900699566877,47.726900699566876,0.47716246450877586,0.26227417649917756
Jammu and Kashmir,Baramula,3198,532,64,28536,33399,5150,31635,85,0.1426273458445039,53.53846153846154,3.998906169070591,0.5858410914315831,0.1528779647935405,34.1472665,74.2648829,"(34.1472665, 74.2648829)",3.88430393924475,,4588,,85,204786.7294117647,12.229729255370898,0.6987318814990413,69.87318814990414,0.41415890856841686,0.20824355387684482
Jammu and Kashmir,Budgam,2467,243,16,23204,14048,6630,24106,70,0.0896678966789668,95.09836065573772,4.565372257097526,0.668828562814491,0.2222222222222222,33.9348549,74.64004320000001,"(33.9348549, 74.64004320000001)",1.6959375296695351,,1371,,70,53390.65714285714,10.885409779462767,0.5862504856274742,58.625048562747416,0.331171437185509,0.18756815818720615
Jammu and Kashmir,Doda,3449,1023,32,19429,17350,1109,10263,40,0.2287567084078712,18.97363281,2.9944130443787134,0.4386825126540818,0.0539948390866157,33.1457497,75.5480491,"(33.1457497, 75.5480491)",1.8134576368432829,,8912,,40,1003491.2,13.818996674393105,0.8317084699577191,83.17084699577191,0.5613174873459181,0.19068281478540447
Jammu and Kashmir,Ganderbal,773,59,11,7268,6428,1034,6495,55,0.0709134615384615,121.13333333333334,4.805113344131866,0.7039507122601316,0.1245333012164277,34.2429768,75.0143824,"(34.2429768, 75.0143824)",3.6246939037519694,,259,,55,3969.7636363636366,8.28671370691289,0.3688133608034748,36.88133608034748,0.2960492877398684,0.13776093093535297
Jammu and Kashmir,Jammu,3749,835,36,45899,52900,2480,32443,140,0.1821553228621291,54.90311004784689,4.023620014531982,0.5894616780586353,0.0512608515915667,32.7266016,74.8570259,"(32.7266016, 74.8570259)",0.9144522985722384,,3097,,140,102201.0,11.534706526031886,0.6405781999080584,64.05781999080584,0.41053832194136475,0.1565046078615025
Jammu and Kashmir,Kathua,2643,310,9,23083,17080,1772,18658,65,0.1049779884862851,74.2218649517685,4.320441946031418,0.6329461903123637,0.0712906340521403,32.3863082,75.5173465,"(32.3863082, 75.5173465)",3.123440967373896,,2651,,65,120804.03076923077,11.701933209056357,0.6545703283199881,65.4570328319988,0.36705380968763635,0.14005119539638958
Jammu and Kashmir,Kishtwar,1058,205,6,10878,10042,967,4901,35,0.1623119556611243,52.80582524271845,3.985381737193288,0.5838597576375391,0.0816309302718217,33.3115906,75.76621949999999,"(33.3115906, 75.76621949999999)",3.459605969177632,,7737,,35,280521.5142857143,12.544409265557045,0.7250616694943435,72.50616694943434,0.41614024236246094,0.17666410762417528
Jammu and Kashmir,Kulgam,970,232,9,14367,11377,2329,10078,50,0.1930116472545757,61.66094420600859,4.137738354130727,0.606180052983253,0.1394861352338743,33.6449908,75.018031,"(33.6449908, 75.018031)",1.6553530193499388,,416,,50,10075.52,9.21796324392173,0.4467325234018923,44.67325234018923,0.39381994701674705,0.2196868639643182
Jammu and Kashmir,Kupwara,2400,444,40,24776,24984,7740,37390,55,0.1561181434599156,55.67640449438202,4.037357977637166,0.5914742942489917,0.2380293384998616,34.5261786,74.2546136,"(34.5261786, 74.2546136)",2.091722755829685,,2379,,55,124746.10909090909,11.734043839725285,0.6572570769870172,65.72570769870171,0.40852570575100833,0.24760975601492613
Jammu and Kashmir,Poonch,2065,548,17,25885,20491,4052,19386,45,0.2097206276310753,47.14936247723133,3.8743078978082215,0.5675874030126323,0.1353463825238827,33.7619849,74.3118212,"(33.7619849, 74.3118212)",3.1089308398798297,,1674,,45,97836.0,11.49105810758515,0.6369260657818616,63.69260657818616,0.43241259698736767,0.23067226474512603
Jammu and Kashmir,Pulwama,1742,118,15,20583,12249,3432,18054,60,0.0634408602150538,172.96638655462183,5.158862099832166,0.7557750233017169,0.1429047301798801,33.8716117,74.89456919999999,"(33.8716117, 74.89456919999999)",1.3148386373478809e-12,,1398,,60,43687.5,10.68484018855683,0.5694685019109557,56.946850191095564,0.24422497669828314,0.13033725836485258
Jammu and Kashmir,Rajouri,2072,595,9,29904,25844,2395,13413,50,0.2230971128608924,50.1744966442953,3.935241295530153,0.5765141661615532,0.0741486068111455,33.3716143,74.315191,"(33.3716143, 74.315191)",2.652445294220328,,2630,,50,140757.6,11.854801645378672,0.6673610788896189,66.7361078889619,0.42348583383844685,0.19134272039836256
Jammu and Kashmir,Ramban,1317,597,6,21848,8029,1857,5897,35,0.3119122257053291,36.53511705685619,3.625276949625569,0.5311042858012388,0.0783345988357377,33.2463875,75.1938909,"(33.2463875, 75.1938909)",2.687738808470116,,1329,,35,72905.14285714286,11.196928178605063,0.6123157364872304,61.231573648723035,0.4688957141987612,0.22543469790458015
Jammu and Kashmir,Reasi,1136,570,9,12538,10702,1119,7281,40,0.3341148886283704,21.95796847635727,3.133665086541799,0.4590829834117789,0.0819300043930297,33.2589654,74.8273184,"(33.2589654, 74.8273184)",2.59653816409714,,1719,,40,73702.125,11.207800478906726,0.6132254395274545,61.32254395274545,0.5409170165882211,0.24555935483322178
Jammu and Kashmir,Samba,532,47,9,6837,4388,628,4492,55,0.081174438687392,142.4375,4.965899400254864,0.7275059232662378,0.0841146530940262,32.5885841,75.1078332,"(32.5885841, 75.1078332)",3.458924567066073,,904,,55,9664.581818181818,9.176326588297396,0.44324871674136235,44.32487167413623,0.27249407673376225,0.12299364516777458
Jammu and Kashmir,Shopian,845,212,21,9253,6276,1844,6363,45,0.2005676442762535,43.44131455399061,3.794169544756768,0.5558471074837417,0.1661560641557037,33.7157027,74.8039205,"(33.7157027, 74.8039205)",3.080387835533964,,312,,45,7474.133333333333,8.919337235335034,0.4217459998177605,42.17459998177605,0.44415289251625834,0.24552922229174132
Jammu and Kashmir,Srinagar,2853,271,135,32592,40252,3495,36211,160,0.0867477592829705,119.82352941176472,4.794331046432288,0.7023711020403878,0.0968465972068277,34.1079265,74.8039205,"(34.1079265, 74.8039205)",0.568624035167539,,294,,160,5988.4125,8.697748606165769,0.403205319001254,40.3205319001254,0.2976288979596122,0.13572897705833523
Jammu and Kashmir,Udhampur,2448,349,11,22370,23116,1172,15678,70,0.1247765462996067,63.91428571428571,4.1730677183516285,0.6113558166595403,0.0497812513273584,32.9159847,75.1416173,"(32.9159847, 75.1416173)",1.129834877336244,,4550,,70,182520.0,12.114620513877963,0.689100545977849,68.91005459778489,0.3886441833404597,0.13414782859358845
Jharkhand,Bokaro,3507,2278,17,45932,62500,4424,66249,142,0.3937770095073466,20.154453707766564,3.051850460523385,0.4470971133325031,0.0878527314971106,23.6692956,86.15111200000001,"(23.6692956, 86.15111200000001)",5.645018134465624,,2883,,142,117796.94366197183,11.676726093867057,0.6524612080154768,65.24612080154768,0.5529028866674969,0.2674349488373275
Jharkhand,Chatra,3448,2819,35,32491,35201,3989,43307,107,0.4498164991223871,11.521631205673758,2.5274576451783206,0.3702733904713003,0.1093445903346947,24.206475,84.8718433,"(24.206475, 84.8718433)",0.7071858392827741,,3706,,107,218273.0093457944,12.29350647610861,0.704068225234254,70.4068225234254,0.6297266095286997,0.3140471882220552
Jharkhand,Deoghar,4518,3679,127,33194,34232,4022,56038,195,0.4488227400268391,9.020108695652176,2.3045939434673595,0.3376237836211408,0.1080688932477093,24.485179,86.694785,"(24.485179, 86.694785)",2.779284110253849,,2477,,195,105736.14358974359,11.568711515898407,0.6434234526886156,64.34234526886155,0.6623762163788591,0.3179021234814828
Jharkhand,Dhanbad,6878,4061,92,52546,98523,5776,102021,179,0.3712405155864339,12.935992122107336,2.6344748548191816,0.3859514474817092,0.0990346861444027,23.7956531,86.43038589999999,"(23.7956531, 86.43038589999999)",0.9826207388241552,,2075,,179,127873.32402234637,11.758803217002194,0.6593287343325571,65.93287343325571,0.6140485525182908,0.28262796808716806
Jharkhand,Dumka,2743,2996,86,36526,39686,4019,55639,294,0.5220421676250218,12.187520854187522,2.579270992595226,0.3778640631998126,0.0991219849060326,24.2684794,87.24880879999999,"(24.2684794, 87.24880879999999)",1.1477302002361636,,3761,,294,74516.41156462584,11.218788089338048,0.6141447907536748,61.41447907536748,0.6221359368001874,0.3181170557513745
Jharkhand,East Singhbhum,7645,2827,152,63408,93257,4226,61300,134,0.2699579831932773,22.42149929278642,3.1536543737459115,0.462011420673741,0.0624824425223626,22.4866756,86.49965460000001,"(22.4866756, 86.49965460000001)",2.385456282494018,,3533,,134,280108.89552238805,12.542937289158214,0.7249385068362122,72.49385068362122,0.537988579326259,0.20858147929354034
Jharkhand,Garhwa,4837,1602,15,41950,63092,3503,38886,208,0.248796396956049,26.169681846537745,3.302101713636084,0.4837590056243492,0.0770669248030976,24.1548982,83.7995617,"(24.1548982, 83.7995617)",2.0638237039577985,,4093,,208,127001.06730769231,11.751958643321569,0.6587560377261775,65.87560377261775,0.5162409943756507,0.214711283631576
Jharkhand,Giridih,7695,6526,82,53614,56796,9740,115931,199,0.4588988116166232,8.21418722230734,2.2207443856373685,0.3253397953507697,0.153736879488596,24.19135,86.2996368,"(24.19135, 86.2996368)",0.9771680835052308,,4853,,199,348806.3266331658,12.762274976051991,0.7432908476534026,74.32908476534026,0.6746602046492303,0.3624043173266613
Jharkhand,Godda,3238,2135,17,44532,36402,3785,53892,255,0.397357156151126,20.84831460674157,3.0841237838636624,0.4518251659975114,0.0783351959932116,24.8255215,87.2135177,"(24.8255215, 87.2135177)",6.314492212588404e-05,,2110,,255,44599.60784313725,10.705502766685179,0.5711973734119892,57.11973734119892,0.5481748340024886,0.25744572760856776
Jharkhand,Gumla,4083,2524,94,33578,54300,3800,42953,165,0.3820190706826093,13.298217821782178,2.660134901651766,0.3897106529261521,0.1016613606570534,23.0441295,84.53794549999999,"(23.0441295, 84.53794549999999)",1.55366213879212,,5360,,165,217680.9696969697,12.290790422005724,0.7038409685722551,70.38409685722552,0.610289347073848,0.28724925898355663
Jharkhand,Hazaribagh,4483,2256,31,39962,42704,6182,70189,148,0.3347677696987683,17.70580416482056,2.928833858847142,0.4290751400369995,0.133969010727056,23.9924669,85.3636758,"(23.9924669, 85.3636758)",0.6017856936501069,,4302,,148,196787.43243243243,12.189884483582293,0.6953980046719288,69.53980046719288,0.5709248599630006,0.2947421956747675
Jharkhand,Jamtara,3160,1274,16,17787,21854,1682,31321,118,0.2873252142534956,13.950588235294118,2.7047506459050448,0.3962468743835434,0.0863893168977914,23.9612357,86.80480179999999,"(23.9612357, 86.80480179999999)",1.6836139242943442,,1801,,118,67919.06779661016,11.126086819168037,0.6063883247836,60.63883247836001,0.6037531256164566,0.24654586539398216
Jharkhand,Khunti,1426,1173,45,15296,27659,1410,20011,78,0.4513274336283186,13.028960817717206,2.641123822783644,0.3869255235126304,0.084395762255342,23.0797595,85.2774207,"(23.0797595, 85.2774207)",3.6057415322433073,,2535,,78,85930.0,11.361299927618816,0.6260689879295098,62.606898792950986,0.6130744764873697,0.28583047840771403
Jharkhand,Kodarma,2280,1240,12,19200,23841,1893,25295,111,0.3522727272727273,15.47139403706688,2.80162518159537,0.4104390262674017,0.0897411586233052,24.4676805,85.59336449999999,"(24.4676805, 85.59336449999999)",0.1813175663183169,,1500,,111,47729.72972972973,10.77333069858472,0.5768726467349381,57.68726467349381,0.5895609737325983,0.26513464094063466
Jharkhand,Latehar,1675,923,11,22149,21314,3017,35628,89,0.3552732871439569,23.97077922077922,3.2177063100834795,0.4713950507730259,0.1198792068979218,23.7463215,84.5091102,"(23.7463215, 84.5091102)",5.251128178305082,,4291,,89,125788.97752808989,11.742368950186666,0.6579536525125994,65.79536525125994,0.5286049492269741,0.28236609436608084
Jharkhand,Lohardaga,1984,919,56,13862,25334,1511,15908,137,0.3165690664829487,15.067391304347826,2.776791833301746,0.406800932435453,0.0982828151424482,23.4415776,84.6869722,"(23.4415776, 84.6869722)",0.9221488466575352,,1502,,137,32441.007299270073,10.387209383604489,0.5445652486327108,54.456524863271085,0.593199067564547,0.26427059405130116
Jharkhand,Pakur,4168,3008,45,22162,17609,3017,46122,203,0.41917502787068,7.365237620471918,2.124084740547215,0.3111791250117189,0.1198173153296267,24.6336908,87.8500644,"(24.6336908, 87.8500644)",1.0979584041329018,,1805,,203,64206.42857142857,11.069874192819523,0.6016849229579169,60.16849229579169,0.6888208749882812,0.3258420245373992
Jharkhand,Palamau,6768,2060,64,57685,57990,9550,108187,373,0.2333484367920253,27.98884036875303,3.366910941055646,0.4932535791204656,0.1420370039859599,23.8409874,84.1012861,"(23.8409874, 84.1012861)",8.055694076033912,,4574,,373,109040.23592493297,11.599481400907544,0.6459980189867772,64.59980189867773,0.5067464208795345,0.25609377951680656
Jharkhand,Ramgarh,1902,1066,11,17337,19900,2377,33083,275,0.3591644204851751,16.248359887535145,2.847717059973606,0.4171915018678765,0.1205680953588638,23.6362593,85.5124209,"(23.6362593, 85.5124209)",0.8308913627899541,,1341,,275,14526.687272727273,9.583811574778393,0.47734364796678896,47.734364796678896,0.5828084981321235,0.2933259784649147
Jharkhand,Ranchi,9318,4613,334,61673,116101,8306,95347,66,0.3311320077524944,13.366493281317728,2.6648986397829937,0.3904085421558815,0.1186910545870248,23.3440997,85.309562,"(23.3440997, 85.309562)",1.078103367484546,,5097,,66,1101647.0454545454,13.912317839692554,0.8395168035609737,83.95168035609737,0.6095914578441185,0.28828320467931146
Jharkhand,Sahibganj,3823,2848,15,37413,29109,4900,63505,370,0.4269225003747564,13.131976131976131,2.648440040560865,0.3879973518643204,0.1158009169541995,25.2381216,87.64535920000002,"(25.2381216, 87.64535920000002)",1.3577369006336366,,2063,,370,37278.96756756757,10.526211398830467,0.5561957732079922,55.619577320799216,0.6120026481356796,0.3116052608780261
