State,District,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,hospital_count,early life visibility gap,AAE,AAE_log,Average_annual_engagement_normalized,Follow_Through_Failure,district_lat,district_lon,district_location,average_nearest_5_hospitals,,District area
Bihar,Purnia,12360,7801,184,107060,126445,9549,136631,95,0.38693517186647486,13.722122532683928,2.6893512967022666,0.3939908645741438,0.08188834576794443,25.7771391,87.4752551,"(25.7771391, 87.4752551)",0.596233509788721,,3229
Bihar,Rohtas,2741,5120,78,50054,61656,10462,107283,80,0.6513166263834118,9.774262839289202,2.377160219662387,0.3482547673576512,0.1728770428144158,25.0685878,84.01674229999999,"(25.0685878, 84.01674229999999)",2.47776317270198,,3850
Bihar,Saharsa,6281,6577,205,42412,77454,6443,74734,55,0.5115103437548607,6.4475524475524475,2.007885447883618,0.2941558897670068,0.13187735385623056,25.8773651,86.5927887,"(25.8773651, 86.5927887)",1.2651235194346802,,1702
Bihar,Samastipur,11330,7828,131,93174,107186,15455,187285,110,0.4086021505376344,11.901136799080342,2.5573154314446547,0.3746475661469615,0.14227193224707724,25.8560271,85.7868233,"(25.8560271, 85.7868233)",1.0928771861527649,,2904
Bihar,Saran,7592,16407,219,63026,85477,14788,155057,90,0.6836534855618984,3.841175036567528,1.5771574674134952,0.23105409654654072,0.19004048062712844,25.8559698,84.8567932,"(25.8559698, 84.8567932)",2.2104851530026624,,2641
Bihar,Sheikhpura,1255,1952,21,16889,23667,2327,25939,30,0.6086685375740568,8.647721454173068,2.266721768731934,0.3320754973538874,0.12109070094187438,25.1391653,85.83921509999999,"(25.1391653, 85.83921509999999)",0.9328247295571351,,689
Bihar,Sheohar,2067,1184,11,12986,19696,2482,28998,25,0.36419563211319594,10.958649789029536,2.481454848255639,0.3635339653338625,0.16044993212230912,26.5145872,85.29423129999999,"(26.5145872, 85.29423129999999)",3.7811686752577125,,443
Bihar,Sitamarhi,20679,18856,2697,84925,97075,12645,157203,70,0.47694447957506003,4.503632603277298,1.7054083475450559,0.24984289338665192,0.12959793381230078,26.5886976,85.5012971,"(26.5886976, 85.5012971)",3.708389426298811,,2294
Bihar,Siwan,6149,9025,137,52907,72897,10600,113122,85,0.5947673652299987,5.86162198094394,1.9259438541610112,0.2821514188765952,0.1669081060653776,26.2243204,84.3599953,"(26.2243204, 84.3599953)",0.2707606804324437,,2219
Bihar,Supaul,5691,4563,157,47023,65347,6449,100462,45,0.4449970743124634,10.30302366345311,2.4250702707614864,0.35527360586992435,0.12060292110036841,26.1233718,86.6045134,"(26.1233718, 86.6045134)",0.8811248963320069,,2410
Bihar,Vaishali,8257,9698,52,72298,95862,12462,143132,80,0.5401280980228349,7.4541705330446435,2.134659873817733,0.3127283855733077,0.1470251648753554,25.6838206,85.35496499999999,"(25.6838206, 85.35496499999999)",2.136659367225972,,2036
Bihar,West Champaran,16645,28807,1345,75507,91663,17334,217175,95,0.6337894922115639,2.6210427658983617,1.2867620412352634,0.1885110694720808,0.1867042933155253,27.1543104,84.3542049,"(27.1543104, 84.3542049)",1.825183694785214,,5228
Chandigarh,Chandigarh,2473,211,36,49166,25296,13132,70204,35,0.07861400894187776,231.91509433962264,5.450673985179298,0.7985255621182366,0.21078990031942726,30.7333148,76.7794179,"(30.7333148, 76.7794179)",1.3944695876666031,,114
Chhattisgarh,Balod,1603,71,4,26841,54374,5704,54030,30,0.04241338112305859,372.7916666666667,5.923698601211338,0.8678238265970508,0.17525963252012536,20.7268981,81.2049301,"(20.7268981, 81.2049301)",2.415255180452111,,3527
Chhattisgarh,Baloda Bazar,4349,562,33,53691,87056,8282,107988,45,0.1144369782121768,95.36589698046181,4.5681523732637865,0.6692358507628169,0.1336366863523413,21.6570941,82.1612298,"(21.6570941, 82.1612298)",3.9356843319875354,,3527
Chhattisgarh,Balrampur,4593,1528,69,20113,32130,3542,56759,35,0.24963241300441108,13.154349247874428,2.650021944202532,0.38822910127698274,0.14972945552925263,23.6081617,83.61901379999999,"(23.6081617, 83.61901379999999)",1.1263183084323196,,5457
Chhattisgarh,Bastar,4794,1808,6,27648,66736,9378,70053,40,0.27385640714934867,15.283582089552239,2.790157366442105,0.4087589875113821,0.25327463742674267,19.1071317,81.9534815,"(19.1071317, 81.9534815)",2.651524753106119,,8717
Chhattisgarh,Bemetara,2458,302,11,34486,77224,4199,54494,38,0.10942028985507246,113.81518151815182,4.743323718331582,0.6948985114113179,0.10854055730755312,21.7140253,81.5356149,"(21.7140253, 81.5356149)",1.5209931670145367,,2855
Chhattisgarh,Bilaspur,7490,1432,19,67405,127632,12889,140452,95,0.16050212956736154,47.03768318213538,3.8719857691990263,0.5672472103946166,0.16052058035992278,22.0796545,82.1409152,"(22.0796545, 82.1409152)",0.9180935710508447,,8272
Chhattisgarh,Dantewada,1612,298,24,13391,32748,2107,6187,22,0.15602094240837694,44.785953177257525,3.823977344891808,0.5602139601744476,0.13594425446803018,18.8998486,81.34743,"(18.8998486, 81.34743)",3.3649122755059127,,6562
Chhattisgarh,Dhamtari,1876,89,3,26826,63452,3073,41640,42,0.045292620865139965,298.06666666666666,5.700666513977944,0.8351495512115287,0.10277591973244148,20.7101344,81.5489077,"(20.7101344, 81.5489077)",0.7799511790291545,,4084
Chhattisgarh,Durg,3528,520,47,76883,102968,10565,66584,110,0.12845849802371545,147.56813819577735,5.001043696075671,0.7326545743600045,0.12081327402257316,21.1904494,81.2849169,"(21.1904494, 81.2849169)",0.21981079192602224,,8537
Chhattisgarh,Gariyaband,1307,229,6,16883,35205,1307,26292,28,0.14908854166666663,73.40434782608696,4.3095143786542565,0.6313452980362599,0.0718487163982189,20.6347897,82.0614974,"(20.6347897, 82.0614974)",0.48029115461221145,,4940
Chhattisgarh,Gaurela-Pendra-Marwahi,738,310,75,679,1610,439,2986,24,0.2958015267175572,2.1832797427652735,1.1579120309494015,0.16963449986395115,0.3923145665773012,22.8475281,81.9971108,"(22.8475281, 81.9971108)",2.905956875288452,,3942
Chhattisgarh,Janjgir-champa,4119,577,1,51981,129065,7192,104968,70,0.12287052810902899,89.9325259515571,4.510117758429931,0.6607337602766629,0.12153986548146145,21.9705529,82.4752757,"(21.9705529, 82.4752757)",2.505335103233648,,4477
Chhattisgarh,Jashpur,1666,875,2,30250,44353,8700,62323,36,0.34435261707988984,34.53196347031963,3.5704326708285636,0.5230695806116736,0.22335755179584607,22.8759331,84.1381159,"(22.8759331, 84.1381159)",0.6716213017826451,,5838
Chhattisgarh,Kabirdham,2744,349,4,40569,52739,7665,86436,40,0.1128354348528936,115.91142857142857,4.761416627355828,0.6975491286355776,0.15890950554576552,22.0990944,81.2518833,"(22.0990944, 81.2518833)",2.836626469248672,,4447
Chhattisgarh,Kanker,2144,439,10,26645,56865,3980,38428,34,0.16995741385985286,60.55681818181818,4.119960621179692,0.6035756091591474,0.1299549402468491,20.2675174,81.49273850000002,"(20.2675174, 81.49273850000002)",0.3722658364054905,,6432
Chhattisgarh,Khairagarh Chhuikhadan Gandai,183,63,0,132,903,641,5462,26,0.25609756097560976,2.0625,1.1192315758708453,0.16396780025605354,0.8281653746770026,21.5126604,80.89865019999999,"(21.5126604, 80.89865019999999)",3.9927175885715904,,2400
Chhattisgarh,Kondagaon,1975,1054,9,17291,40055,4193,57771,30,0.347969626939584,16.38957345971564,2.8558708001594337,0.4183860275325848,0.19515941354433325,19.595393,81.664585,"(19.595393, 81.664585)",0.46503723946645775,,4558
Chhattisgarh,Korba,3040,489,13,32907,68967,6101,77273,85,0.1385661660527061,67.15714285714286,4.2218159634667485,0.6184974508755423,0.15639980517316518,22.3594501,82.75005949999999,"(22.3594501, 82.75005949999999)",1.235503634262022,,7145
Chhattisgarh,Koriya,1258,504,1,19055,41842,2301,29434,32,0.28603859250851305,37.73267326732673,3.6566835143134484,0.5357053580337339,0.10773985110268296,23.4864121,82.4752757,"(23.4864121, 82.4752757)",3.624513626473943,,6604
Chhattisgarh,Mahasamund,2773,563,25,30360,69509,8593,126294,50,0.16876498800959228,53.829787234042556,4.0042336089423065,0.5866215631548564,0.220593520562715,21.1124067,82.09596200000001,"(21.1124067, 82.09596200000001)",1.955131775813974,,4790
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,188,106,0,90,503,395,4718,34,0.3605442176870748,0.8411214953271028,0.6103748942760823,0.08942012618621785,0.8127572016460906,23.6584312,82.12783999999999,"(23.6584312, 82.12783999999999)",12.324982090894315,,2934
Chhattisgarh,Mohla-manpur-ambagarh Chowki,172,97,4,1096,3566,3509,16483,22,0.3605947955390335,11.183673469387756,2.5000968152819754,0.36626501973909226,0.7618323925314807,20.5582675,80.7214417,"(20.5582675, 80.7214417)",3.489501786179889,,3229
Chhattisgarh,Mungeli,2600,355,2,28914,53653,3835,66729,35,0.12013536379018608,81.21910112359551,4.409387648833901,0.6459767655259018,0.11709923664122138,22.0661963,81.68391249999999,"(22.0661963, 81.68391249999999)",0.6577168847942347,,2655
Chhattisgarh,Narayanpur,448,306,8,7156,15017,2057,14708,18,0.40583554376657827,23.309446254071663,3.1908650095441904,0.4674627912654129,0.22324723247232472,19.7195568,81.2471973,"(19.7195568, 81.2471973)",0.6094871938340913,,7071
Chhattisgarh,Raigarh,4294,625,37,39625,135001,5194,78242,75,0.12705834519211223,63.298722044728436,4.163539756158483,0.6099599670110728,0.11588576528335565,21.8974003,83.39496319999999,"(21.8974003, 83.39496319999999)",1.2002915057192252,,7086
Chhattisgarh,Raipur,6205,779,57,59735,132634,12289,120718,160,0.11154066437571597,76.58333333333333,4.351352627489066,0.6374746154857533,0.170621312044429,21.2513844,81.62964130000002,"(21.2513844, 81.62964130000002)",0.7130694269263294,,13083
Chhattisgarh,Rajnandgaon,3791,371,23,53657,100841,10303,137815,90,0.08913983661701108,144.23924731182797,4.97838236415752,0.7293346816536176,0.16108253466956426,21.0976046,81.0337066,"(21.0976046, 81.0337066)",0.4342227861924699,,8070
Chhattisgarh,Sakti,373,80,2,644,3380,967,8718,40,0.17660044150110377,7.950617283950617,2.191722500182236,0.3210880794235644,0.5998759305210918,22.0237859,82.96023869999999,"(22.0237859, 82.96023869999999)",0.45647640959142793,,3296
Chhattisgarh,Sarangarh-Bilaigarh,159,24,3,113,930,622,7433,32,0.1311475409836066,4.52,1.7083778602890038,0.2502779279969636,0.845108695652174,21.5683395,83.03613759999999,"(21.5683395, 83.03613759999999)",3.9883261448594967,,2945
Chhattisgarh,Sukma,1256,804,119,13922,16217,1509,11237,20,0.39029126213592236,17.294409937888197,2.906595545307599,0.4258172196645814,0.09778382581648523,18.3909118,81.6588003,"(18.3909118, 81.6588003)",1.0917240144665121,,5636
Chhattisgarh,Surajpur,2250,720,7,24586,47236,3394,38673,38,0.24242424242424243,34.0998613037448,3.558197179003751,0.521277076966479,0.12129659411743683,23.2136011,82.8679549,"(23.2136011, 82.8679549)",2.0178485259972843,,4464
Chhattisgarh,Surguja,2866,679,11,30222,52638,9129,106554,45,0.19153737658674186,44.444117647058825,3.8164833875402113,0.5591160929156562,0.2319831266517585,22.9494079,83.1649001,"(22.9494079, 83.1649001)",3.4762428902531193,,5732
Delhi,Central Delhi,2761,993,193,23688,30372,4432,44615,120,0.2645178476291955,23.830985915492956,3.212092305356555,0.47057259720260675,0.15760463710394368,28.6814551,77.22279,"(28.6814551, 77.22279)",1.2734231738716075,,25
Delhi,East Delhi,8055,2458,223,53829,68976,24960,162101,140,0.2338057642918292,21.890605937372914,3.130726605321092,0.45865249493000226,0.31679147099885774,28.6273231,77.3007143,"(28.6273231, 77.3007143)",0.833273748975121,,64
Delhi,Najafgarh,21,9,0,51,794,9,186,95,0.30000000000000004,5.1,1.8082887711792655,0.26491490986330185,0.14754098360655737,28.6090126,76.9854526,"(28.6090126, 76.9854526)",0.8581470483298045,,150
Delhi,New Delhi,918,502,217,2501,2062,547,3514,110,0.35352112676056335,4.972166998011929,1.7871098427842862,0.2618121897689342,0.17940308297802557,28.6139298,77.2088282,"(28.6139298, 77.2088282)",1.0182606939004997,,35
Delhi,North Delhi,3148,1230,81,25642,35188,9317,77583,100,0.2809502055733212,20.830219333874897,3.0832952178716573,0.45170378080252144,0.2665045766590389,28.7484441,77.14390999999999,"(28.7484441, 77.14390999999999)",1.4209636670489183,,60
Delhi,North East Delhi,9629,4157,67,79671,110045,25749,127226,85,0.3015377919628609,19.160894660894662,3.0037448202390613,0.4400496209391686,0.24424924825224575,28.7246777,77.2577571,"(28.7246777, 77.2577571)",1.2561395693363273,,60
Delhi,North West Delhi,12395,3293,355,133575,191718,39744,274245,180,0.20990566037735847,40.55100182149363,3.72692163223807,0.5459952658048441,0.22930994691899376,28.7196003,77.0684107,"(28.7196003, 77.0684107)",1.3645380834829746,,440
Delhi,Shahdara,1121,515,64,2658,5305,4681,23863,90,0.3147921760391198,5.151162790697675,1.8166411356047918,0.26613853404556714,0.6377384196185286,28.6893144,77.2919663,"(28.6893144, 77.2919663)",0.7139099419914673,,85
Delhi,South Delhi,10138,2780,477,96661,126275,20329,193160,200,0.2152035918872891,34.75764113628191,3.5767639843791037,0.5239971201646975,0.17376550332931592,28.4929198,77.1847921,"(28.4929198, 77.1847921)",1.9862554821689564,,250
Delhi,South East Delhi,46,9,5,239,343,124,1045,150,0.1636363636363637,23.9,3.214867803470662,0.4709792086047474,0.34065934065934067,28.5485376,77.27499639999999,"(28.5485376, 77.27499639999999)",1.6346074832560666,,190
Delhi,South West Delhi,6951,1945,359,66558,74969,19940,149759,170,0.2186375899280576,34.20246659815005,3.5611161539600777,0.5217047077739988,0.2305228962184534,28.6134377,76.9800824,"(28.6134377, 76.9800824)",0.7560079113925549,,420
Delhi,West Delhi,14000,4405,1009,71164,102078,25703,206102,160,0.2393371366476501,16.15161143894689,2.842092130652477,0.416367447840752,0.2653404633108973,28.6580724,77.06402299999999,"(28.6580724, 77.06402299999999)",1.0479202170556756,,130
Goa,North Goa,1109,146,99,18320,19451,1713,17130,120,0.1163346613545817,124.62585034013605,4.833308047667137,0.708081245759379,0.0855046421084157,15.5163112,73.98300290000002,"(15.5163112, 73.98300290000002)",2.1625773963933486,,1736
Goa,South Goa,805,108,64,15915,14669,1560,14678,130,0.11829134720700984,146.0091743119266,4.990494995116511,0.7311091861408716,0.08926527809567407,15.11766,74.12399599999999,"(15.11766, 74.12399599999999)",7.073174129960978,,1966
Gujarat,Ahmedabad,16949,8001,847,166849,254323,32052,243592,350,0.3206813627254509,20.850912271932017,3.0842426722458622,0.4518425831852727,0.16114468431689977,23.022505,72.5713621,"(23.022505, 72.5713621)",1.0589270270023958,,8707
Gujarat,Amreli,3460,587,246,33978,34536,2578,25310,55,0.14504571287373358,57.785714285714285,4.073898871061811,0.5968275473588927,0.0705200098476352,21.6015242,71.2203555,"(21.6015242, 71.2203555)",1.843486349271804,,6760
Gujarat,Anand,5616,828,536,50966,62729,3523,35626,85,0.12849162011173187,61.4788902291918,4.134828743356907,0.6057537940316027,0.06465406496604882,22.5645175,72.928871,"(22.5645175, 72.928871)",1.1383906119367477,,3214
Gujarat,Arvalli,1952,322,117,19089,10580,1810,6286,40,0.14160070360598065,59.09907120743034,4.095994387302451,0.6000645478792547,0.08660287081339713,23.4642973,73.29882429999999,"(23.4642973, 73.29882429999999)",4.554738547379847,,3217
Gujarat,Banaskantha,15941,12500,2417,74074,78230,9811,65869,90,0.4395063464716431,5.925445964322854,1.9352024491800597,0.28350780614395205,0.11695634551653435,24.1711257,72.4322981,"(24.1711257, 72.4322981)",2.291047169305615,,10757
Gujarat,Bharuch,3745,508,98,38361,38017,6975,42831,95,0.11944509757818011,75.36542239685659,4.335530007295747,0.6351565963346523,0.15384785054150033,21.7051358,72.9958748,"(21.7051358, 72.9958748)",1.6514307028050534,,6527
Gujarat,Bhavnagar,8420,1309,445,65784,75368,6530,51332,110,0.13454620207626689,50.21679389312977,3.9360674839885355,0.576635203047072,0.09029938463665906,21.7644725,72.15193040000001,"(21.7644725, 72.15193040000001)",1.3035342622562738,,11155
Gujarat,Botad,2302,474,171,10356,5900,1463,6082,45,0.17074927953890495,21.802105263157895,3.126852867801096,0.45808499108752987,0.12377326565143824,22.1722509,71.663622,"(22.1722509, 71.663622)",3.813501886909536,,2564
Gujarat,Chhota Udaipur,2215,1303,589,18603,15199,1857,7774,35,0.370380898237635,14.266104294478527,2.7256349651673353,0.39930643414142325,0.09075802746688823,22.3084941,74.0119993,"(22.3084941, 74.0119993)",3.212797106774828,,3237
Gujarat,Dahod,10344,11221,1947,62404,68987,5111,36037,60,0.5203338743334106,5.560862591338442,1.8811220868936855,0.2755850149787299,0.0757005746785947,22.8344992,74.26061849999999,"(22.8344992, 74.26061849999999)",1.1163474700932985,,3646
Gujarat,Dang,1599,365,236,12787,15163,1477,5104,20,0.1858452138492872,34.93715846994535,3.5817718150674125,0.5247307690356899,0.10354013319313003,20.8253781,73.7007088,"(20.8253781, 73.7007088)",4.572041923110093,,1764
Gujarat,Devbhumi Dwarka,1845,422,223,17817,7647,835,5751,50,0.18614909572121752,42.12056737588652,3.7640000845820443,0.5514272714762442,0.044764917171500565,22.1232327,69.3831079,"(22.1232327, 69.3831079)",3.8047642286354404,,5418
Gujarat,Gandhinagar,4075,837,738,33686,42878,6930,57658,120,0.17039902280130292,40.198090692124104,3.718391912857465,0.5447456590623334,0.1706182140483049,23.2156354,72.63694149999999,"(23.2156354, 72.63694149999999)",3.1970206421182783,,2163
Gujarat,Gir Somnath,4375,975,373,23900,12866,2323,9743,55,0.18224299065420557,24.487704918032787,3.238196175810687,0.47439682295606866,0.08858297742525931,20.8803104,70.7644236,"(20.8803104, 70.7644236)",3.34913146964127,,2767
Gujarat,Jamnagar,4998,799,281,40890,40212,4166,41553,100,0.1378299120234604,51.1125,3.9534048432069153,0.5791751319720355,0.09246066094058637,22.4707019,70.05773,"(22.4707019, 70.05773)",5.426480491351654,,14125
Gujarat,Junagadh,4876,568,92,33995,68677,3875,34170,90,0.10433504775900071,59.745166959578206,4.106687522834959,0.6016310958116976,0.1023210372052494,21.5222203,70.4579436,"(21.5222203, 70.4579436)",5.5020619137033595,,8281
Gujarat,Kachchh,6176,2605,521,67370,56591,7742,59047,85,0.29666325019929396,25.851880276285495,3.2903358474149003,0.4820353022871793,0.10307137246548534,23.7337326,69.8597406,"(23.7337326, 69.8597406)",10.60844323575908,,45652
Gujarat,Kheda,5826,1224,517,49735,67426,5991,46628,80,0.17361702127659573,40.6,3.728100167267218,0.5461679215808427,0.10750623575645558,22.750154,72.686499,"(22.750154, 72.686499)",2.2852088628812868,,3980
Gujarat,Mahisagar,2036,397,130,18042,12910,918,6589,45,0.16317303740238387,45.33165829145729,3.835825491826147,0.5619497176636181,0.048415167976372554,23.1711262,73.55941279999999,"(23.1711262, 73.55941279999999)",3.761026403956149,,2322
Gujarat,Mehsana,5289,908,293,42954,56959,6530,43687,95,0.14652251089236723,47.254125412541256,3.876481324908069,0.567905810809787,0.1319591795493584,23.5879607,72.36932519999999,"(23.5879607, 72.36932519999999)",2.3968815587641803,,4384
Gujarat,Morbi,5548,1803,653,21440,10439,3044,16755,70,0.24527275200652976,11.88470066518847,2.5560406125724273,0.37446080475574417,0.1243210128650194,22.8251874,70.84908089999999,"(22.8251874, 70.84908089999999)",1.9051359036113689,,4544
Gujarat,Narmada,1155,96,29,15333,23865,2729,12028,35,0.0767386091127098,158.0721649484536,5.069357966853824,0.7426626378806165,0.15108232298067872,21.8757175,73.55941279999999,"(21.8757175, 73.55941279999999)",2.0142741985420107,,2755
Gujarat,Navsari,2453,201,103,24168,21384,5085,24517,90,0.07573474001507163,119.64356435643565,4.792840449218047,0.7021527290498859,0.17382238326382718,20.9467019,72.95203479999999,"(20.9467019, 72.95203479999999)",0.6778202827981661,,2209
Gujarat,Panchmahal,5686,1566,429,39211,65884,3215,29672,65,0.2159404302261445,25.02297383535418,3.258979756920899,0.47744162454097133,0.07577721733801589,22.8011177,73.55941279999999,"(22.8011177, 73.55941279999999)",3.8992487156427296,,3226
Gujarat,Patan,6023,2228,716,35135,38814,3100,26459,75,0.2700278754090413,15.762673844773442,2.8191546196068704,0.41300709479980907,0.08107542629982216,23.8500156,72.1210274,"(23.8500156, 72.1210274)",2.537333366065428,,5730
Gujarat,Porbandar,2006,332,181,14257,16728,1801,12822,60,0.14200171086398627,42.813813813813816,3.7799491515363877,0.5537638151201325,0.11214895074413102,21.6416979,69.62930589999999,"(21.6416979, 69.62930589999999)",2.5624950571606666,,2316
Gujarat,Rajkot,12419,3732,919,79522,89189,10174,127426,140,0.23106928363568824,21.302437717653362,3.104695987184633,0.4548390006655829,0.113426313031651,22.3038945,70.80215989999999,"(22.3038945, 70.80215989999999)",1.2979279610825378,,11203
Gujarat,Sabarkantha,4686,2370,496,37159,53845,5648,38872,80,0.3358843537414966,15.672290172922818,2.813748070225326,0.4122150335068833,0.13193795552233228,23.8476704,72.99329689999999,"(23.8476704, 72.99329689999999)",2.1633375852276577,,7390
Gujarat,Surat,18412,6399,658,138828,142771,35198,322384,220,0.25790979807343517,21.691875,3.12200693089988,0.4573750597105012,0.20225597177449475,21.1702401,72.83106070000001,"(21.1702401, 72.83106070000001)",1.9136544243484201,,4549
Gujarat,Surendranagar,5624,2258,415,44745,51493,3655,36017,75,0.2864755138289774,19.807436918990703,3.035310466985828,0.44467399874650476,0.07551496869899382,22.7738938,71.6673352,"(22.7738938, 71.6673352)",5.366258103027133,,10489
Gujarat,Tapi,1856,205,151,16731,23294,2645,9545,40,0.09946627850557976,81.21844660194175,4.409379688101541,0.645975599275948,0.1365020384992517,21.2788724,73.6065223,"(21.2788724, 73.6065223)",4.776666610423286,,3139
Gujarat,Vadodara,9306,2433,545,72719,128698,10942,89085,180,0.20725785842064914,29.87633525061627,3.4299900409965405,0.5024946883622171,0.1307881714517941,22.3000395,73.2064994,"(22.3000395, 73.2064994)",4.3990910474602805,,7794
Gujarat,Valsad,5818,1406,224,39767,44257,8741,39602,100,0.1946290143964563,28.263681592039802,3.3763472110548647,0.49463599583185097,0.18019336617947185,20.5992349,72.9342451,"(20.5992349, 72.9342451)",1.5422796966482712,,3008
Haryana,Ambala,3063,122,33,26591,46166,3958,29284,75,0.03830455259026688,216.1869918699187,5.380758696164633,0.7882829488904233,0.1295581014729951,30.3752011,76.782122,"(30.3752011, 76.782122)",0.5968198990347011,,1574
Haryana,Bhiwani,3321,152,16,37865,57760,4004,30276,55,0.04376619637201262,247.48366013071896,5.515377089373663,0.8080045885263625,0.09562932887508957,28.7984414,76.14437149999999,"(28.7984414, 76.14437149999999)",1.5314321599974074,,5140
Haryana,Charkhi Dadri,839,19,0,3023,6765,1698,10397,35,0.022144522144522116,151.15,5.02486687634298,0.7361446782381896,0.3595933926302414,28.6143097,76.2174935,"(28.6143097, 76.2174935)",3.8397579210131676,,1370
Haryana,Faridabad,12607,3225,323,58976,59975,19754,140801,160,0.20370136432541686,18.281463112213267,2.959144173866013,0.4335156113262815,0.250904980249203,28.4089123,77.3177894,"(28.4089123, 77.3177894)",0,,2151
Haryana,Fatehabad,2510,92,10,29864,39930,4592,37378,45,0.035357417371252864,321.1182795698925,5.774918805952857,0.8460275368237766,0.1332675508604928,29.5131814,75.4509532,"(29.5131814, 75.4509532)",1.9952835582158275,,2538
Haryana,Gurugram,7221,1872,404,35245,35546,13524,105689,190,0.20587264929066318,18.81740523224773,2.986560603694161,0.4375321274670973,0.2773016198482674,28.4594965,77.0266383,"(28.4594965, 77.0266383)",0.5697461850204937,,1979
Haryana,Hisar,4927,289,18,53323,62544,6665,56541,85,0.05540644171779141,183.87241379310345,5.219665931984387,0.7646828050513345,0.11110370234542999,29.1491875,75.7216527,"(29.1491875, 75.7216527)",0.41477132664065686,,3983
Haryana,Jhajjar,2515,100,10,24917,31722,3763,28621,55,0.03824091778202676,246.7029702970297,5.512230327933427,0.8075435869227536,0.13120184093999512,28.6054875,76.6537749,"(28.6054875, 76.6537749)",1.152422427285244,,1834
Haryana,Jind,3729,92,0,34877,56391,4923,39090,60,0.024077466631771793,375.02150537634407,5.929646336904166,0.8686951718656102,0.12369035953870505,29.325508,76.29979089999999,"(29.325508, 76.29979089999999)",1.9313955073995064,,2702
Haryana,Kaithal,2894,85,12,34402,45534,4992,34982,55,0.028533064786841256,400.0232558139535,5.994019420173463,0.8781258500978194,0.12671658839954308,29.8042758,76.4039016,"(29.8042758, 76.4039016)",1.0768841642339217,,2317
Haryana,Karnal,3861,179,8,32424,61595,6828,42303,80,0.044306930693069346,180.13333333333333,5.199233408324138,0.7616894335002824,0.173948488013655,29.6856929,76.9904825,"(29.6856929, 76.9904825)",0.001867717540580152,,2520
Haryana,Kurukshetra,2315,78,11,23358,46634,3517,25192,65,0.03259506895110742,295.67088607594934,5.692623396684853,0.8339712318376106,0.1308602470605745,29.9695121,76.878282,"(29.9695121, 76.878282)",1.9687203271860576,,1530
Haryana,Mahendragarh,2575,155,24,20501,28331,3104,25430,50,0.0567765567765568,131.41666666666666,4.885953516748716,0.7157938245901166,0.1314919935609591,28.2734201,76.14013489999999,"(28.2734201, 76.14013489999999)",2.243963638013584,,1899
Haryana,Nuh,8240,763,61,38268,30057,6364,60303,40,0.08474952793513268,50.089005235602095,3.9335693123291526,0.5762692200633162,0.1425850827862792,28.1023894,76.99310740000001,"(28.1023894, 76.99310740000001)",2.7158816101393377,,1874
Haryana,Palwal,4367,332,4,30617,28080,7265,61703,65,0.07065333049585021,91.94294294294295,4.531985788132299,0.6639374339430723,0.19177467465617823,28.1472852,77.3259878,"(28.1472852, 77.3259878)",0.5432986531338154,,1359
Haryana,Panchkula,1287,92,5,18303,19066,5417,29001,70,0.06671501087744747,196.80645161290323,5.287289035506559,0.7745896123377448,0.2283630538341554,30.6942091,76.860565,"(30.6942091, 76.860565)",1.0438007674821856,,898
Haryana,Panipat,5498,543,47,31426,48347,9431,59653,90,0.08988578049991724,57.768382352941174,4.073603995197945,0.5967843479461982,0.230823828870723,29.3909464,76.9635023,"(29.3909464, 76.9635023)",1.1203244182489187,,1268
Haryana,Rewari,2329,150,6,24987,24745,6191,37840,75,0.0605082694634933,165.47682119205297,5.1148560876698586,0.7493281277996128,0.19856313544372814,28.1919738,76.6190774,"(28.1919738, 76.6190774)",0.6663742864651104,,1594
Haryana,Rohtak,3161,191,61,25700,50270,4152,22379,85,0.056980906921241026,133.85416666666666,4.904193947637619,0.7184660538168958,0.1390814993467993,28.8955152,76.606611,"(28.8955152, 76.606611)",10.888232307477553,,1745
Haryana,Sirsa,3135,198,2,40642,56424,4976,50186,70,0.05940594059405946,204.23115577889448,5.324136933052574,0.7799878416541216,0.10907735811832789,29.5320731,75.03177339999999,"(29.5320731, 75.03177339999999)",4.160731114281238,,4277
Haryana,Sonipat,4314,268,37,34624,50029,7748,52916,120,0.05848974247053684,128.71375464684016,4.865330135405309,0.7127724923246389,0.18285228801359357,28.99308229999999,77.0150735,"(28.99308229999999, 77.0150735)",1.1284920179748572,,2260
Haryana,Yamuna Nagar,3278,110,8,33592,55136,6421,46460,75,0.03246753246753242,302.6306306306306,5.715811931837519,0.8373683599942071,0.1604688359074324,30.1290485,77.2673901,"(30.1290485, 77.2673901)",0.6779749333683911,,1768
Himachal Pradesh,Bilaspur,985,14,0,9673,12233,932,5828,164,0.014014014014014031,644.8666666666667,6.470593084130718,0.9479440512848597,0.0878747878559306,31.3406931,76.6874701,"(31.3406931, 76.6874701)",1.6160129155750547,,1167
Himachal Pradesh,Chamba,1586,64,7,16275,17567,3354,16304,228,0.038787878787878816,250.3846153846154,5.526984098518357,0.8097050192486878,0.17086092715231788,32.5533633,76.1258083,"(32.5533633, 76.1258083)",1.4880083512916409,,6528
